benefits_n_reviews,benefits_rating,ceo_score,company,cotype,culture_score,employee_count,end_date,founded,industry,interview_difficulty,interview_n_reviews,location,negative_xp,neutral_xp,number_reviews,positive_xp,recommendation,revenue,reviewscon,reviewspro,start_date,ticker,website,year
64,1.9,94,Liberty National, 1900,4.1,1001 to 5000 employees,10/22/17,, Subsidiary or Business Segment, 1.8,278,"McKinney, TX",38,23,703,39,80, Insurance Carriers,It is a lot of hard work in the beginning but the reward far out weighs the sacrifice Because it is a 1099 position there are no benefits or paid time off,I am a mom of four and with the ability to have a flexible schedule I have been promoted to agency director in six months I m not sure what brought me here but the people my team and the overall atmosphere and good work of helping people is why i do what i do now,11/1/16,,www.libertynational.com,
2918,4.3,77,Starbucks, Company - Public (SBUX) ,3.8,10000+ employees,10/22/17, 1971, Fast-Food & Quick-Service Restaurants, 2.3,"5,097","Seattle, WA",8,16,23777,76,75, $10+ billion (USD) per year,Baristas not always inclined to come to work fast paced environment is not for everybody,great company with great benefits Good pay free coffee great benefits,11/1/16,SBUX,www.starbucks.com,
273,4.2,91,Shell, Company - Public (RDSA) ,3.9,10000+ employees,10/22/17, 1907, Oil & Gas Exploration & Production, 3.3,"1,512","Houston, TX",11,23,4470,66,78, $10+ billion (USD) per year,huge organization leading to slow decision making Work life balance differs by division,Takes care of employee s work life balance great place with a friendly working environment,11/1/16,RDSA,www.shell.us,
187,4.0,97,Morrison Healthcare, 1920,4.3,10000+ employees,10/22/17,, Subsidiary or Business Segment, 2.5,174,"Sandy Springs, Fulton, GA",7,7,1648,86,91, Catering & Food Service Contractors,There are also exciting opportunities for growth within Morrison There are currently no cons that come to mind for the compamy,All around great Company ,11/1/16,,www.morrisonhealthcare.com,
156,3.8,75,adidas, Company - Public (ADDYY) ,3.8,10000+ employees,10/22/17, 1949, Consumer Products Manufacturing, 2.6,697,Herzogenaurach (Germany),13,18,2064,69,75, $10+ billion (USD) per year,Certain decision making amongst the senior management can be slow HR has to do a better job of communicating about full time opportunities,Great work environment to be in The culture and work life balance,11/1/16,ADDYY,www.adidas-group.com,
100,4.0,92,Ceridian, Company - Public (CDAY) ,4.2,1001 to 5000 employees,10/22/17, 1991, Enterprise Software & Network Solutions, 2.9,191,"Minneapolis, MN",24,16,1358,60,82, $500 million to $1 billion (USD) per year,No Work life balance I work 60 80 hours a week since we went public Would like to see more national media advertising of Ceridian and Dayforce,promotes good work life balance Opportunity to work with great people,11/1/16,CDAY,www.ceridian.com,
1284,4.5,83,Kaiser Permanente, Nonprofit Organization,3.9,10000+ employees,10/22/17, 1945, Health Care Services & Hospitals, 2.9,"1,479","Oakland, CA",14,18,6214,68,77, $10+ billion (USD) per year,Work life balance is not always present in all department upper management is a nightmare part time and full time RNs are always upset,For IT employees Kaiser has great benefits Flexible schedules that provide great work life balance,11/1/16,,www.kaiserpermanente.org,
229,4.0,89,Massachusetts General Hospital, 1811,4.0,10000+ employees,10/22/17,, Hospital, 2.7,269,"Boston, MA",11,15,1129,74,81, Health Care Services & Hospitals,Little work life balance low salary for research fellows Long hours not really seen as a training position by PIs,Great benefits and work environment Everyone is extremely accepting and it is a very nice work environment to be a part of,11/1/16,,www.massgeneral.org,
1745,4.2,91,Cisco Systems, Company - Private,4.0,10000+ employees,10/22/17, 1984, Computer Hardware & Software, 3.0,"3,366","San Jose, CA",11,19,6186,70,80, $10+ billion (USD) per year,Work Life balance can be challenging at times Big company going through major business transition,Work life balance is generally good with Cisco IT With best IT environment providing very flexible work style,11/1/16,,www.cisco.com,
128,4.3,93,Insperity, Company - Public (NSP) ,4.1,1001 to 5000 employees,10/22/17, 1986, Consulting, 2.8,174,"Kingwood, TX",37,19,586,44,83, $2 to $5 billion (USD) per year,Hard sales cycle tends to be seasonal Lacks work life balance during a huge chunk of year,Really believes in work life balance Great benefits and corporate culture,11/1/16,NSP,www.insperity.com,
30,4.4,98,Taylor Morrison, Company - Public (TMHC) ,4.7,1001 to 5000 employees,10/22/17, 2007, Construction, 2.8,37,"Scottsdale, AZ",8,5,411,87,94, $2 to $5 billion (USD) per year,There are no cons to being a part of this family Work Life Balance can be a challenge,Work life balance management is very open to changes or suggestions Fast career growth competitive salary and great benefits,11/1/16,TMHC,www.taylormorrison.com,
147,4.2,82,QuikTrip, Company - Private,3.7,5001 to 10000 employees,10/22/17, 1958, Convenience Stores & Truck Stops, 2.3,314,"Tulsa, OK",6,12,1409,82,70, $1 to $2 billion (USD) per year,there are no breaks while working so you have to find time for yourself to eat and drink Part time Clerks don t get many benefits vs that of full time workers,Great pay fast paced good benefits Good pay for the convenience store industry,11/1/16,,www.quiktrip.com,
147,3.6,82,Darden, Company - Public (DRI) ,3.8,10000+ employees,10/22/17, 1968, Casual Restaurants, 2.3,284,"Orlando, FL",11,18,1555,71,72, $5 to $10 billion (USD) per year,Stand on feet for Long hours very fast paced environment takes a tole on your body Work life balance did not always happen,flexible schedule supportive team intensive training continued learning education opportunities for advacement flexible hours decent pay at times,11/1/16,DRI,www.darden.com,
397,4.2,88,Trader Joe's, Company - Private,4.2,10000+ employees,10/22/17, 1967, Grocery Stores & Supermarkets, 2.3,811,"Monrovia, CA",11,17,2765,72,84, $10+ billion (USD) per year,Management is not a diverse representation of the crew members Mates captains sometimes pick favorites which leads to distrust in the store,Awesome place to work and great benefits Work environment is stellar I ve been working there for 6 years,11/1/16,,www.traderjoes.com,
1377,4.3,92,Capital One, Company - Public (COF) ,3.8,10000+ employees,10/22/17, 1994, Banks & Credit Unions, 3.1,"3,928","Mc Lean, VA",15,20,6893,65,73, $10+ billion (USD) per year,Performance management associates in the same job level are ranked against each other by management Work life balance is easy to lose,Work in harmony good work life balance Great benefits amp paid time off,11/1/16,COF,www.capitalonecareers.com,
479,3.3,90,Northwestern Mutual, Company - Private,3.8,5001 to 10000 employees,10/22/17, 1857, Brokerage Services, 2.4,"2,609","Milwaukee, WI",13,27,3542,60,64, $10+ billion (USD) per year,Having to call on friends and family 100 commission based you get paid based on how hard you work,Great People flexibile hours and good pay Backed by a giving company who cares about their employees and provide great training and development,11/1/16,,www.northwesternmutual.com,
56,4.4,94,Arm, 1990,4.2,5001 to 10000 employees,10/22/17,, Subsidiary or Business Segment, 3.1,524,"Cambridge, East of England, England (UK)",21,14,199,65,91, Computer Hardware & Software,HQ is at Cambridge so for some this may be a downside compared to living in London for example as it is much smaller Work life balance might be tricky in some positions although may not be a problem if you enjoy what you are doing,Good compensation vacations Good work life balance amazing location and work environment,11/1/16,,www.arm.com,
417,4.3,67,Yahoo, 1994,4.0,5001 to 10000 employees,10/22/17,, Company - Public (YHOO) , 3.0,"1,008","Sunnyvale, CA",18,24,3400,58,70, Internet,Senior management enjoying absolute powers Upper management that is a holdover from the pre buyout days tends to be competitive to the point of betrail,Free food mob lp top not much now Work life balance is commendable,11/1/16,,www.yahoo.com,
64,3.7,96,Kwik Trip, Company - Private,4.1,10000+ employees,10/22/17, 1971, Convenience Stores & Truck Stops, 2.6,104,"La Crosse, WI",12,11,546,77,84, $2 to $5 billion (USD) per year,20 minute breaks are way too short to get through the day Some store leaders aren t the easiest to work for,Profit sharing fair wages can be fun Good pay a verity of learning experience good benefits,11/1/16,,www.kwiktrip.com,
174,4.0,92,Kronos Incorporated, Company - Private,4.0,5001 to 10000 employees,10/22/17, 1977, Computer Hardware & Software, 2.8,340,"Lowell, MA",23,11,1319,66,80, $1 to $2 billion (USD) per year,There are no cons to write about The work life balance can get a little out of hand as projects are very time sensitive,Kronos offers a flexible work life balance great work environment new office in Lowell is comfortable,11/1/16,,www.kronos.com,
361,4.0,88,Procter & Gamble, Company - Public (PG) ,4.0,10000+ employees,10/22/17, 1837, $10+ billion (USD) per year, 3.3,"2,698","Cincinnati, OH",9,21,6639,70,84,,algumas pessoas com a mentalidade muito fora da P G Work life balance could be improved,People at P G are known for being top notch they re always happy to help regardless of their ranking in the company Work life balance is well promoted,11/1/16,PG,www.pg.com,
224,4.1,81,REI, Company - Private,3.8,5001 to 10000 employees,10/22/17, 1938, Sporting Goods Stores, 2.4,451,"Kent, WA",14,12,1568,74,77, $2 to $5 billion (USD) per year,They keep expenses down by not providing full time work for most of the staff When you are working part time you cannot expect large paychecks,Great coworkers and management really does a good job of working with you to create a satisfying work life balance great company with great people,11/1/16,,www.rei.com,
274,4.1,85,3M, Company - Public (MMM) ,3.9,10000+ employees,10/22/17, 1902, Miscellaneous Manufacturing, 2.8,667,"Saint Paul, MN",13,16,2738,71,81, $10+ billion (USD) per year,Plano de carreira mto competitivo Burocratico Hierarquia Rigido Work life balance in engineering can be long some days,Flexability focus on work life balance Takes care of its employees once you re in you are solid good benefits extremely ethical,11/1/16,MMM,www.3m.com/careers,
218,4.4,89,Roche, Company - Public (RHHBY) ,4.0,5001 to 10000 employees,10/22/17, 1896, Biotech & Pharmaceuticals, 3.0,656,"Pleasanton, CA",15,18,2490,67,80, $10+ billion (USD) per year,Work life balance is definitely a challenge Long decision making process many layers to align,Work life Balance und agiles und innovatives Arbeiten Very good benefits for employees,11/1/16,RHHBY,www.roche.com/careers,
248,4.5,79,Capital Group, Company - Private,3.5,5001 to 10000 employees,10/22/17, 1931, Investment Banking & Asset Management, 3.1,373,"Los Angeles, CA",17,25,1109,58,61, $1 to $2 billion (USD) per year,It s bred into the culture from Senior Management down It s a call center so adherence is a must,Great benefits and compensation Excellent benefits work life balance room for growth all things companies preach but rarely display,11/1/16,,www.capitalgroup.com,
217,4.7,99,Zillow, Company - Public (Z) ,3.9,1001 to 5000 employees,10/22/17, 2005, Real Estate, 2.9,670,"Seattle, WA",31,14,750,55,72, $500 million to $1 billion (USD) per year,Very little work life balance in sales positions Then upper management says asks why security hasn t solved for X problem,We also get a lot of vacation time which is nice as Zillow really cares about it s employee s Work Life balance You can t deny that Zillow has pretty great benefits,11/1/16,Z,www.zillow.com,
178,4.3,81,Electronic Arts, Company - Public (EA) ,3.7,5001 to 10000 employees,10/22/17, 1982, Video Games, 2.7,551,"Redwood City, CA",19,19,1831,62,69, $2 to $5 billion (USD) per year,Long hours and customer service is never a thankful position Work Life balance can be difficult if you want to please Management,Great work environment and a lot to learn Good work life balance good compensations,11/1/16,EA,www.ea.com,
482,4.0,89,United Airlines, Company - Public (UAL) ,3.9,10000+ employees,10/22/17, 1926, Airlines, 2.9,"2,914","Chicago, IL",6,18,2780,76,80, $10+ billion (USD) per year,New flight attendants will most likely start as a reserve but it was no problem for me to be on reserve for a few years since I enjoyed the job Lack of communication care by upper management,The flight benefits are the best in the industry Flexibility travel benefits fun place to work,11/1/16,UAL,www.united.com,
485,4.0,93,NIKE, Company - Public (NKE) ,3.9,10000+ employees,10/22/17, 1972, Consumer Products Manufacturing, 2.6,"1,421","Beaverton, OR",11,16,4558,73,81, $10+ billion (USD) per year,long hours really hard but it isnt that bad We are open until 11PM so the work life balance is almost nonexistent,You get the best work environment Great team with an even better work life balance,11/1/16,NKE,jobs.nike.com,
215,4.3,76,Eli Lilly and Company, Company - Public (LLY) ,3.8,10000+ employees,10/22/17, 1876, Biotech & Pharmaceuticals, 3.1,536,"Indianapolis, IN",12,21,1784,67,75, $10+ billion (USD) per year,Indianapolis can be perceived as somewhat boring Weak pipeline and continuous restructuring,Benefits flexibility work life balance work from home opportunities personal well being encouraged Great benefits in an affordable city,11/1/16,LLY,www.lilly.com,
72,3.8,91,Discount Tire, Company - Private,4.2,10000+ employees,10/22/17, 1960, Automotive Parts & Accessories Stores, 1.7,103,"Scottsdale, AZ",4,13,812,83,84, $2 to $5 billion (USD) per year,Long hours can get to you sometimes Hard work and difficult on body,Good pay with good benefits working with friends Great company to work for they offer great benefits,11/1/16,,www.discounttire.com,
229,4.1,90,SpaceX, Company - Private,4.1,5001 to 10000 employees,10/22/17, 2002, Aerospace & Defense, 3.4,610,"Hawthorne, CA",13,18,1177,69,81, Unknown / Non-Applicable,Long hours makes personal life hard to do anything Work life balance is hard to maintain,You get to walk around a rocket factory and see rockets being built Fast paced manufacturing environment,11/1/16,,www.spacex.com,
207,4.0,92,Wegmans Food Markets, Company - Private,4.0,10000+ employees,10/22/17, 1916, Grocery Stores & Supermarkets, 2.7,565,"Rochester, NY",14,18,2202,68,82, $5 to $10 billion (USD) per year,I only left to secure a full time position in my current field Not a lot of upward mobility for part time employees,The allow for very flexible scheduling flexible hours and mostly nice people,11/1/16,,jobs.wegmans.com,
46,3.8,98,Oshkosh Corporation, Company - Public (OSK) ,4.2,10000+ employees,10/22/17, 1917, Transportation Equipment Manufacturing, 2.9,63,"Oshkosh, WI",11,16,339,73,85, $5 to $10 billion (USD) per year,Still a culture change taking place toward people first Crazy hours no work life balance,People first culture is evident every day Building a strong people first culture with a CEO that walks the talk,11/1/16,OSK,www.oshkoshcorp.com,
152,3.6,92,Protiviti, Company - Public,3.8,1001 to 5000 employees,10/22/17, 2002, Consulting, 2.8,643,"Menlo Park, CA",10,14,1391,76,76, $500 million to $1 billion (USD) per year,Work life balance can become blurred if you are a consultant that travels often more internal audit than management consulting,Good emphasis on work life balance Great people and culture to work with,11/1/16,,www.protiviti.com,
154,4.1,84,Texas Health Resources, Nonprofit Organization,3.9,10000+ employees,10/22/17, 1997, Health Care Services & Hospitals, 2.6,140,"Arlington, TX",11,20,673,69,78, $500 million to $1 billion (USD) per year,There are no cons I can think of The management and upper management is almost abusive,The company has great benefits such as tuition assistance Good benefits if you are benefits eligible,11/1/16,,www.texashealth.org,
293,4.4,90,Memorial Sloan Kettering, Nonprofit Organization,3.9,10000+ employees,10/22/17, 1884, Health Care Services & Hospitals, 3.0,542,"New York, NY",14,18,1261,68,76, $2 to $5 billion (USD) per year,Wished they were more MSK locations in Florida Easy to get lost and depressed in work if you can not find the work life balance,Great Benefits good pay great work life balance good benefits great area to work in,11/1/16,,www.mskcc.org,
44,4.4,97,Progressive Leasing, Subsidiary or Business Segment,4.3,1001 to 5000 employees,10/22/17, 1999, Financial Transaction Processing, 2.6,76,"Draper, UT",20,7,257,73,82, $1 to $2 billion (USD) per year,Growing pains sometimes their isn t always a process or procedure in place for one off things BUT I know that s being worked on I do not have any cons for Progressive Leasing,Progressive Leasing has recently gone from small business to Enterprise level of work We get free snacks free sodas free cereal and fruits,11/1/16,,www.progleasing.com,
79,3.7,98,Smile Brands, Company - Private,4.6,5001 to 10000 employees,10/22/17, 1998, Health Care Services & Hospitals, 2.2,73,"Irvine, CA",10,15,935,75,94, $500 million to $1 billion (USD) per year,No cons in all the time I have worked here Still would love to see 401K match,They also provide great benefits which allow employees to have flexibility with their working schedule Having a Culture that promotes Smiles For Everyone makes it easy to get involved with helping the less fortunate,11/1/16,,www.smilebrands.com,
137,4.3,94,Yardi Systems, Company - Private,4.2,5001 to 10000 employees,10/22/17, 1982, Computer Hardware & Software, 2.9,345,"Santa Barbara, CA",19,19,1074,62,85, $500 million to $1 billion (USD) per year,No free food or drinks low pay no cons that I have encountered,Good working culture work life balance Great work environment and culture,11/1/16,,www.yardi.com,
511,4.0,94,Hilton, Company - Public (HLT) ,4.1,10000+ employees,10/22/17, 1919," Hotels, Motels, & Resorts", 2.6,"1,025","Mc Lean, VA",16,19,4285,65,82, $10+ billion (USD) per year,can sometimes run into long hours Work Life Balance should be improved,Team Member travel program is the best in the biz Great benefits for traveling vacation,11/1/16,HLT,www.hilton.com,
56,4.0,80,Ellie Mae, Company - Private,3.6,1001 to 5000 employees,10/22/17, 1997, Computer Hardware & Software, 3.0,60,"Pleasanton, CA",38,8,339,54,65, $100 to $500 million (USD) per year,Though we are growing rapidly there are still a few growing pains we re working through still no cons that I can think of,Work life balance with Ellie Mae is fantastic Ellie Mae provides a lot of perks for the employees from free ice cream to chair massages,11/1/16,,www.elliemae.com,
2670,4.4,97,Microsoft, Company - Public (MSFT) ,4.2,10000+ employees,10/22/17, 1975, Computer Hardware & Software, 3.1,"8,014","Redmond, WA",13,22,20565,65,87, $10+ billion (USD) per year,May need more work life balance but still managable Poor review system promotes mediocrity,They have a great work life balance with lots of flexibility Good salary Smart people Beautiful workplaces,11/1/16,MSFT,www.microsoft.com,
532,4.4,94,Johnson & Johnson, Company - Public (JNJ) ,4.0,10000+ employees,10/22/17, 1887, Biotech & Pharmaceuticals, 2.9,"1,482","New Brunswick, NJ",13,21,5292,66,84, $10+ billion (USD) per year,A J J consumo entrou em um looping muito negativo de resultados que j Work life balance can be tricky in some departments due to lack of resources,Great work life balance at the office rios descontos em produtos J J fretado sem descontos para os estagi,11/1/16,JNJ,www.jnj.com,
77,3.8,95,Kimpton Hotels & Restaurants, Company - Private,4.4,5001 to 10000 employees,10/22/17, 1981," Hotels, Motels, & Resorts", 2.5,125,"San Francisco, CA",20,11,589,69,83, $1 to $2 billion (USD) per year,Long hours and varying schedule Work life balance at a property level,Great company great benefits great staff Kimpton is a great company to work for if you d like to learn aspects of the hospitality industry,11/1/16,,www.kimptonhotels.com,
83,4.0,91,Forrester, Company - Public (FORR) ,4.1,1001 to 5000 employees,10/22/17, 1983, Research & Development, 3.1,217,"Cambridge, MA",22,17,786,61,83, $100 to $500 million (USD) per year,Its incredible to be surrounded by such smart people all the time Food options for purchase are somewhat limited,Great work life balance ,11/1/16,FORR,www.forrester.com,
192,4.1,97,Boston Scientific, Company - Public (BSX) ,4.0,10000+ employees,10/22/17, 1979, Health Care Products Manufacturing, 2.8,399,"Marlborough, MA",14,20,1415,66,83, $5 to $10 billion (USD) per year,Work life balance can be tough but rewards are achievable Upper management needs an overhaul,Flexitime was great to fit work life balance Flexible work and Good benefits,11/1/16,BSX,www.bostonscientific.com,
94,4.0,89,SAP Concur, 1993,3.8,1001 to 5000 employees,10/22/17,, Company - Public, 2.8,315,"Bellevue, WA",27,13,762,60,66, Computer Hardware & Software,Uncertainty around effects of SAP acquisition It doesn t pay as well as amazon or microsoft but thats not a big minus for having a great work life balance,Work life balance is heavy on the life side Nice team great people fun intern events,11/1/16,,www.concur.com,
466,4.3,96,VMware, 1998,4.2,10000+ employees,10/22/17,, Company - Public (VMW) , 3.1,"1,374","Palo Alto, CA",20,16,4453,64,86, Computer Hardware & Software,Work life balance is impacted at times Middle management micro management in few teams,Great work life balance in the company Work environment is good employee,11/1/16,,www.vmware.com,
218,4.3,94,NewYork-Presbyterian Hospital, Hospital,4.2,10000+ employees,10/22/17, 1998, Health Care Services & Hospitals, 2.8,338,"New York, NY",14,17,1173,69,87, Unknown / Non-Applicable,Expectation for few work co workers no cons Work life balance could be better,Great benefits and resources for employees Good people good environment good benefits,11/1/16,,www.nyp.org,
370,4.6,97,Adobe, Company - Public (ADBE) ,4.1,10000+ employees,10/22/17, 1982, Computer Hardware & Software, 3.1,"1,072","San Jose, CA",23,15,1141,62,84, $5 to $10 billion (USD) per year,i think there is no cons from my side Some Teams does not acheive work life balance,Awesome company with great work life balance Great benefits and good work life balance,11/1/16,ADBE,www.adobe.com,
595,4.5,93,Intuit, Company - Public (INTU) ,4.3,5001 to 10000 employees,10/22/17, 1983, Computer Hardware & Software, 3.0,"1,133","Mountain View, CA",24,16,4221,60,86, $2 to $5 billion (USD) per year,Some business units have less work life balance respect Too much pressure for middle management,The company has a good work life balance One of the best companies with great benefits,11/1/16,INTU,www.intuit.com,
135,4.1,93,Paylocity, Company - Public (PCTY) ,4.2,1001 to 5000 employees,10/22/17, 1997, Computer Hardware & Software, 2.9,246,"Schaumburg, IL",18,9,1052,73,83, $100 to $500 million (USD) per year,Still a new growing comapany with some growing pains but other than that I have no complaints There is no Cons to working at Paylocity,Good place to work to achieve work life balance The amount of money you can make at Paylocity is almost a little hard to believe especially considering you get to work from home,11/1/16,PCTY,www.paylocity.com,
102,4.2,72,Blizzard Entertainment, 1994,4.0,1001 to 5000 employees,10/22/17,, Subsidiary or Business Segment, 3.0,296,"Irvine, CA",22,15,761,63,75, Video Games,Rent in Irvine can be high and options for a social scene can be limited compared to Los Angeles Cost of living in the area is outrageous,Great work environment lots of support from the colleagues Surrounded by likeminded gamers even or manager level,11/1/16,,www.blizzard.com,
176,4.3,92,Nestlé Purina U.S., 1894,4.2,10000+ employees,10/22/17,, Subsidiary or Business Segment, 3.1,453,"Saint Louis, MO",17,19,729,64,85, Consumer Products Manufacturing,Could have a better Work Life balance Long hours sometimes they can force you to stay extra hours to cover,There is an excellent work life balance Bringing well behaved pets to work is a huge perk,11/1/16,,www.nestlepurinacareers.com,
79,4.2,94,AvalonBay Communities, Company - Public (AVB) ,4.3,1001 to 5000 employees,10/22/17, 1998, Real Estate, 2.7,113,"Arlington, VA",13,16,541,71,82, $2 to $5 billion (USD) per year,Low base pay challenging leasing goals I was unable to afford to continue working for Avalon because they pay less than the cost of living in each region and do not offer a great discount,Work Life balance is something you ll hear from a lot of other companies but AVB lives it Great benefits good enviroment lots of training,11/1/16,AVB,www.avaloncommunities.com,
161,4.8,97,Fast Enterprises, Company - Private,4.3,1001 to 5000 employees,10/22/17, 1997, IT Services, 2.7,541,"Centennial, CO",10,15,719,75,86, $25 to $50 million (USD) per year, Might have to work long hours from time to time,You get the opportunity to work for a private company with great benefits while benefiting society Paid overtime,11/1/16,,www.fastenterprises.com,
193,3.9,98,NVIDIA, Company - Public (NVDA) ,4.6,10000+ employees,10/22/17, 1993, Computer Hardware & Software, 3.2,"1,089","Santa Clara, CA",17,24,809,59,94, $5 to $10 billion (USD) per year,Work life balance is sometimes a problem I found No cons as of working here,Great work culture free food cutting edge technology Good work environment good compensation,11/1/16,NVDA,www.nvidia.com,
321,4.5,91,Southwest Airlines, Company - Public (LUV) ,4.3,10000+ employees,10/22/17, 1967, Airlines, 2.6,"1,133","Dallas, TX",8,12,1777,80,84, $10+ billion (USD) per year,Sometimes there s mandatory overtime but they make you aware of that going in The airline doesn t fly to Asia or Europe,Great company culture with great benefits Flight Benefits amp other travel benefits it s such an awesome perk to be able to jump on a plane anytime I need without too much hassle,11/1/16,LUV,www.southwest.com,
154,4.2,97,DocuSign, Company - Public (DOCU) ,4.6,1001 to 5000 employees,10/22/17, 2003, Computer Hardware & Software, 2.8,337,"San Francisco, CA",38,14,999,48,89, $500 million to $1 billion (USD) per year,Some growing pains around processes 401K match needed once we go public,DocuSign really lives up to the expectations for company culture amp work life balance DocuSign hits the trifecta great team great product and great work,11/1/16,DOCU,www.docusign.com,
319,4.7,97,LinkedIn, 2003,4.3,10000+ employees,10/22/17,, Subsidiary or Business Segment, 3.0,"1,657","Mountain View, CA",32,15,2519,53,84, Internet,High targets work life balance little visibility into how decisions are made by higher management After awhile you see how poorly trained some of the middle management it,You can have a very good work life balance Smart colleagues challenging problems to solve lots of free food,11/1/16,,www.linkedin.com,
405,4.1,97,H E B, Company - Private,4.2,10000+ employees,10/22/17, 1905, Grocery Stores & Supermarkets, 2.5,772,"San Antonio, TX",11,14,3410,75,86, $10+ billion (USD) per year,full benefits are only for full time employees Part time hours can unreliable sometimes,Treated the partners fairly and good pay Flexible schedule vacation hours for part timers,11/1/16,,www.heb.com,
135,4.2,94,The Church of Jesus Christ of Latter-day Saints, Religious Organizations,4.0,10000+ employees,10/22/17, Nonprofit Organization, Unknown / Non-Applicable, 2.7,123,"Salt Lake City, UT",7,14,633,79,77,, Not a lot of opportunity to work full time non contingent,Great work environment and coworkers Great benefits,11/1/16,,www.churchofjesuschrist.org,
69,3.8,95,Academy Mortgage, Company - Private,4.5,1001 to 5000 employees,10/22/17, 1988, Lending, 2.3,38,"Draper, UT",5,18,529,77,89, Unknown / Non-Applicable,There are no cons that exist from my perspective The loan officers are too demanding,Very interested in a balanced work life balance Overall great company to work for,11/1/16,,www.academymortgage.com,
440,4.1,88,Delta Air Lines, Company - Public (DAL) ,4.2,10000+ employees,10/22/17, 1928, Airlines, 3.0,"2,721","Atlanta, GA",7,17,2588,76,86, $10+ billion (USD) per year,Specific co op position did not lead into full time opportunities for a similar position At the time Ready Reserve was 5 hours 5 days a week,Flight benefits are absolutely great travel benefits and corporate culture,11/1/16,DAL,www.deltajobs.net/career_destinations.htm,
127,4.0,97,Power Home Remodeling, Company - Private,4.6,1001 to 5000 employees,10/22/17, 1992, Construction, 2.4,378,"Chester, PA",19,17,1644,64,91, $500 million to $1 billion (USD) per year,The schedule can be very demanding at times with late nights so a work life balance can be tricky the only downside is the long hours but that s about it,Amazing earning potential just an overall great place to work This is the most positive work environment that I have ever come across in all my years of employment,11/1/16,,www.powerhrg.com,
719,4.6,96,Salesforce, Company - Public (CRM) ,4.3,10000+ employees,10/22/17, 1999, Computer Hardware & Software, 3.2,"5,489","San Francisco, CA",9,5,5124,86,86, $10+ billion (USD) per year,Difficult to maintain work life balance There is no cons for working here,Salesforce is really a healthy organization The work life balance is amazing,11/1/16,CRM,www.salesforce.com,
107,4.1,97,E. & J. Gallo Winery, Company - Private,4.5,5001 to 10000 employees,10/22/17, 1933, Food & Beverage Manufacturing, 2.9,378,"Modesto, CA",10,12,451,78,92, $2 to $5 billion (USD),with a strong consumer focus Work life balance can be a challenging at times,Work Life Balance with many resources available Great people and products,11/1/16,,www.gallocareers.com,
235,2.5,93,Keller Williams, Company - Private,4.2,201 to 500 employees,10/22/17, 1983, Real Estate, 2.3,472,"Austin, TX",12,18,2300,70,81, $100 to $500 million (USD) per year,Too many new agents who don t know what they are doing There are no cons when you are your own business manager,Great training program for new agents An agent can also participate in profit sharing if you recruit other successful agents to the brokerage,11/1/16,,www.kw.com,
238,4.8,97,McKinsey & Company, Company - Private,4.5,10000+ employees,10/22/17, 1926, Consulting, 3.8,"2,214","New York, NY",13,21,3585,66,91, Unknown / Non-Applicable,Can require long hours at times Work life balance is absolutely brutal,Working with incredibly smart people who are always pushing you to get to a better answer Great people truly global opportunities,11/1/16,,www.mckinsey.com,
519,4.3,96,SAP, Company - Public (SAP) ,4.5,10000+ employees,10/22/17, 1972, Computer Hardware & Software, 2.9,"2,184","Walldorf, Baden-Württemberg (Germany)",13,13,11340,74,92, $10+ billion (USD) per year,Work life balance sometimes is a problem Honestly no cons for this company,Good work life balance is encouraged Everything is good especially the work environment,11/1/16,SAP,www.sap.com/careers,
223,4.8,96,Ultimate Software, Company - Private,4.5,5001 to 10000 employees,10/22/17, 1990, Enterprise Software & Network Solutions, 2.9,368,"Weston, FL",21,11,1063,68,91, $500 million to $1 billion (USD) per year,There are no cons at Ultimate Software At times there is no work life balance,People First in every sense of the words this company has great benefits,11/1/16,,www.ultimatesoftware.com,
120,4.6,99,St. Jude Children's Research Hospital, Nonprofit Organization,4.6,1001 to 5000 employees,10/22/17, 1962, Health Care Services & Hospitals, 3.0,136,"Memphis, TN",9,7,584,84,92, $1 to $2 billion (USD) per year,Commute Traffic in Memphis can be quite infuriating There are no cons to working here,Cutting edge research institutional funding great benefits 7 St Really is a great place to work,11/1/16,,www.stjude.org,
251,4.8,91,World Wide Technology, Company - Private,3.8,5001 to 10000 employees,10/22/17, 1990, Computer Hardware & Software, 2.8,180,"Maryland Heights, MO",24,13,896,63,72, $10+ billion (USD) per year,It is seeming to get a little bit better as of late but it is visible on the floor that not everyone is a fit for WWT Wait that there job i understand the the core values but that also is a funny subject,WWT has great people who work hard but also are fun to be around Consistent messaging around leadership and Core Values,11/1/16,,www.wwt.com,
104,4.6,98,HubSpot, Company - Public (HUBS) ,4.7,1001 to 5000 employees,10/22/17, 2006, Computer Hardware & Software, 3.3,867,"Cambridge, MA",23,15,976,62,96, $100 to $500 million (USD) per year,Tough to strike a work life balance sometimes Fast growth creates some growing pains like needing to develop new managers leaders,unlimited vacation PTO use good judgement Good focus on work life balance,11/1/16,HUBS,www.hubspot.com,
